Survey ID,Survey status,Invitation date,Responsedate,Last page seen,Survey Distribution Version,Survey Experience Score,Reason for Survey Experience,Comment
503795,COMPLETED,44102.8125,44104.60977,Page 10,A,5,Other (Please specify),"The questions when prompted to provide details made me pause, reflect and provide meaninful feedback (hopefully)"
521148,COMPLETED,44102.79167,44104.59205,Page 10,A,5,Other (Please specify),Gives an opportunity to speak on your thoughts regarding your time at RBC
504010,COMPLETED,44102.8125,44104.58847,Page 7,B,3,Other (Please specify),The start of the survey was confusing.  The question could maybe have been a littel more clear to guide us as to what we should choose as many of the options could have applied.  i found it hard to choose just one.
507058,COMPLETED,44102.8125,44104.56845,Page 10,A,2,Other (Please specify),I thought there would be more questions about management.
503853,COMPLETED,44102.82292,44104.57623,Page 10,A,4,Other (Please specify),It's great that comments are solicited to give feedback.
517445,COMPLETED,44102.79167,44104.53391,Page 7,B,2,Other (Please specify),problème avec la 2e question (on répond pas d'accord à tout à fait d'accord et par la suite on indique : à cette question vous avez répondu pas d'accord  ais ce n'est aps le cas - gros problème
520998,COMPLETED,44102.79167,44104.51123,Page 7,B,5,Other (Please specify),Open ended questions allow me to voice an open and honest answer.
512694,COMPLETED,44102.82292,44104.5212,Page 7,B,1,Other (Please specify),just to get heard about anything in this place
519263,COMPLETED,44102.82292,44104.52981,Page 10,A,3,Other (Please specify),"The broad, overarching and generic nature of the questions don't particularly lend themselves to producing any substantive insights into the overall satisfaction of the typical employee."
508978,COMPLETED,44102.79167,44104.52953,Page 7,B,4,Other (Please specify),Allowed me to think freely about my answers instead of being confined to canned answers
512072,COMPLETED,44102.83333,44104.47786,Page 7,B,5,Other (Please specify),This feels more 'current' - I would have selected all of the above if I could have (with the exception of mobile device which I did not use)
518606,COMPLETED,44102.8125,44104.4624,Page 7,B,3,Other (Please specify),Justement je ne trouvais pas que les questions étaient très claires.
517687,COMPLETED,44102.82292,44104.45882,Page 10,A,5,Other (Please specify),provided mutiple areas/boxes for space to type feedback.
512951,COMPLETED,44102.8125,44104.46243,Page 7,B,2,Other (Please specify),c est des sujets qu on aborde a chaque sondage
522070,COMPLETED,44102.8125,44104.45763,Page 7,B,3,Other (Please specify),I do the survey to express my voice it is neither a good not bad experience it just is.
521371,COMPLETED,44102.8125,44104.45295,Page 7,B,5,Other (Please specify),"I appreciated the ability to clarify and write in detail what my concerns are, and voice my opinions, as well as provide possible solutions for the issue."
516271,COMPLETED,44102.8125,44104.45229,Page 7,B,5,Other (Please specify),I get to explain my reasoning; rather than just choose an already set choice
513069,COMPLETED,44102.79167,44104.4566,Page 10,A,5,Other (Please specify),I like the fact that we can put personnal feedback frequently throughout the survey
512133,COMPLETED,44102.82292,44104.45792,Page 7,B,4,Other (Please specify),The survey has changed significantly. Will we be able to get meaningful results from the responses? How is the change being managed to ensure employees don't abandon at the first question. Additional description to clarify the ask in the first question could also be helfpul.
521996,COMPLETED,44102.82292,44104.42556,Page 7,B,5,Other (Please specify),It allows employee to freely speak up.  There are people who want their voice to be heard!
515162,COMPLETED,44102.8125,44104.40851,Page 10,A,4,Other (Please specify),"My experience was good, that's all. Nothing more to add."
514640,COMPLETED,44102.82292,44104.40874,Page 10,A,3,Other (Please specify),I think the surveys reflect someone emotional state at a point in time and if there has been influences within the day or week it could provide the users of the report with false results.   If decision are made on these results than I'm hoping the management takes a deeper dive of the results and truly understands them.
507573,COMPLETED,44102.8125,44104.39045,Page 7,B,2,Other (Please specify),too generic vs previous EOS surveys
507184,COMPLETED,44102.79167,44104.37525,Page 10,A,2,Other (Please specify),First page of my survey I think I made an errot which i realised only when i went into the next page but it gave me no options to edit
520348,COMPLETED,44102.80208,44104.36123,Page 7,B,4,Other (Please specify),it's sad that I need to use this survey to be heard
520046,COMPLETED,44102.82292,44104.35852,Page 10,A,4,Other (Please specify),"the survey was easy to complete and allows people tp be transparent.  What is truly done with the result, only time will tell!"
506208,COMPLETED,44102.79167,44104.35617,Page 7,B,2,Other (Please specify),I don't feel like the right feedback was asked. Too many free text and very general questions.
516393,COMPLETED,44102.8125,44104.36435,Page 7,B,5,Other (Please specify),All of the above
515484,COMPLETED,44102.80208,44104.3642,Page 7,B,3,Other (Please specify),The freeform nature is both good and bad - not sure if this approach will yield meaningful answers especially if it is processed via automated analysis.
521929,COMPLETED,44102.82292,44104.34944,Page 10,A,3,Other (Please specify),Reaon to complete this survey is unknown. Time has not been provided to complete this as other targets have been given in priority.
520387,COMPLETED,44102.8125,44104.34304,Page 7,B,4,Other (Please specify),Possibilité de discuter de certains points.
511701,COMPLETED,44102.80208,44104.34316,Page 10,A,3,Other (Please specify),I don't think comments can be aggregated in such a way as to accurately reflect the true sense of how the enterprise feels about any given subject.
512032,COMPLETED,44102.8125,44104.33288,Page 7,B,4,Other (Please specify),Free form responses will bring forward the opinions that people really want to share and eliminate a forced response on some topics -so I liked the new format. Although this can be supported with couple other multi-choice questions in case some people do not feel fully comfortable with this format.
509810,COMPLETED,44102.80208,44104.33953,Page 7,B,4,Other (Please specify),Both length and the ability to respond to questions in my own words
518893,COMPLETED,44102.80208,44104.32944,Page 10,A,5,Other (Please specify),possibilité de mettre des commentaires.
516874,COMPLETED,44102.8125,44104.31325,Page 10,A,5,Other (Please specify),to provide feedback to the team so we can improve what and how we service our clients and assist our employees.
522059,COMPLETED,44102.79167,44104.3003,Page 7,B,3,Other (Please specify),"Sondage plus court, par contre la plupart des gens ne veulent pas prendre du temps pour écrire des commentaires."
503552,COMPLETED,44102.80208,44104.29411,Page 7,B,1,Other (Please specify),Selecting a single topic at the beginning of the survey seems very limiting.
520619,COMPLETED,44102.79167,44104.29742,Page 7,B,5,Other (Please specify),all of the above
515201,COMPLETED,44102.80208,44104.28115,Page 10,A,4,Other (Please specify),Other than the choices above it asks why I chose my responses which to be me is the curx of my opinion..
509433,COMPLETED,44102.79167,44104.28808,Page 7,B,3,Other (Please specify),"survery should be more specific, broken down into team, company, management, etc."
518008,COMPLETED,44102.82292,44104.27704,Page 10,A,4,Other (Please specify),I will say all the above biggest being the length of survey
516793,COMPLETED,44102.8125,44104.27352,Page 7,B,4,Other (Please specify),"J'ai pu m'exprimer un peu, merci."
520158,COMPLETED,44102.79167,44104.27714,Page 10,A,5,Other (Please specify),Ability to provide additional feedback on non question-related subject matter
508671,COMPLETED,44102.82292,44104.25977,Page 7,B,4,Other (Please specify),Maybe I should have read the directions more clearly....but are we really only anwsering questions on one topic?
506072,COMPLETED,44102.8125,44104.26567,Page 7,B,1,Other (Please specify),The survey questions seem designed only to share positive answers. Not a great survey.
523044,COMPLETED,44102.82292,44104.26198,Page 10,A,5,Other (Please specify),Short and to-the-point questions that force/encourage well thought answers
521841,COMPLETED,44102.80208,44104.25365,Page 7,B,5,Other (Please specify),Subjective questions gives more option for us to express necessary and not normal redundant questions as before.
506122,COMPLETED,44102.8125,44104.24853,Page 7,B,4,Other (Please specify),more multiple choice i cant help myself in written responses and tend to take longer to craft my resposnes.
504067,COMPLETED,44102.8125,44104.2548,Page 7,B,5,Other (Please specify),all of the above
520940,COMPLETED,44102.8125,44104.23718,Page 7,B,3,Other (Please specify),I am a new hire it was hard to answer.
510941,COMPLETED,44102.79167,44104.2427,Page 7,B,3,Other (Please specify),The first question was a little strange and it wasn't very clear as to what was meant or what information was being asked.
506404,COMPLETED,44102.82292,44104.24181,Page 7,B,4,Other (Please specify),It allows employees to express their feelings
508468,COMPLETED,44102.82292,44104.22133,Page 7,B,4,Other (Please specify),"I prefer radial buttons, not free form text."
507543,COMPLETED,44102.79167,44104.20383,Page 7,B,4,Other (Please specify),Allowing for added thoughts/perspectives to share.
514677,COMPLETED,44102.80208,44104.21331,Page 7,B,3,Other (Please specify),"This survey is not clear, I have no idea what its asking for."
513014,COMPLETED,44102.79167,44104.16394,Page 10,A,2,Other (Please specify),I don't like the free form text boxes.
515116,COMPLETED,44102.82292,44104.15157,Page 10,A,4,Other (Please specify),allowed comments
519153,COMPLETED,44102.82292,44104.08552,Page 7,B,4,Other (Please specify),"Liked the brevity/tone... and I liked the opportunity for more verbatim feedback, but that comes with two caveats: 1) with open-ended feedback, I'm less likely to ""feel heard"", and 2) as a manager, this survey gives me less feedback (quantitatively) assuming that the qualitative open-ended responses will be more meaningful... but, in my experience, they often get skipped over.  So, I like the general approach/philosophy, but I would actually like to see a few more multiple choice questions to give managers more concrete data to take insight from rather than relying potentially too much on the people who provide open-ended verbatim feedback... because the people who speak up are most often the ones who are either most loyal or most unhappy, when in reality it's the ""Neutrals"" (disengaged but caring) people who we really need to get to, listen to, and understand."
513886,COMPLETED,44102.80208,44104.03806,Page 7,B,2,Other (Please specify),I struggle to see the value you will find from my responses
523131,COMPLETED,44102.82292,44103.24816,Page 10,A,5,Other (Please specify),nature of questions and opportunity to provide feedback directly
515504,COMPLETED,44102.80208,44103.15618,Page 7,B,2,Other (Please specify),"I think the open answers mean that it takes longer than anticipated to complete the survey, if you give somereal thought to your answers"
515271,COMPLETED,44102.80208,44102.98667,Page 10,A,3,Other (Please specify),It's short enough to not be tedious and the screen is very easy to navigate but it's a survey so my feelings are neutral.
510669,COMPLETED,44102.8125,44103.26608,Page 7,B,1,Other (Please specify),I am utterly confused as to why I had to select a section to complete. What about all the other sections? Are they not important. That's all I could think of as I completed the survey. It's certainly not where you want employee's minds to be where trying to answer questions thoughtfully!
507013,COMPLETED,44102.8125,44103.30237,Page 7,B,5,Other (Please specify),Length and ease of completing the survey
503354,COMPLETED,44102.80208,44103.2756,Page 7,B,4,Other (Please specify),Being to provide candid and confidential feedback. Its about the only way as we really cant share any of this with our managers even though we are encouraged to.
503147,COMPLETED,44102.82292,44102.83874,Page 10,A,4,Other (Please specify),a place to voice out my concerns without fear.
522786,COMPLETED,44102.79167,44103.51524,Page 7,B,3,Other (Please specify),the survey is very vague. i enjoyed the first version better because it divided every category seperately
521781,COMPLETED,44102.8125,44103.22299,Page 7,B,4,Other (Please specify),Glad to express views that may not have appeared on other surveys completed and that honest feedback whilst being respectful is a good thing.
521458,COMPLETED,44102.79167,44103.5242,Page 10,A,5,Other (Please specify),Ability to share my experience and express oneself.
521639,COMPLETED,44102.79167,44104.11617,Page 10,A,1,Other (Please specify),comment section
504932,COMPLETED,44102.8125,44104.11221,Page 7,B,4,Other (Please specify),I think it is a good idea to start with the opening general question with expected comments before jumping into the detailed ones rather than keeping open questions for the end
519093,COMPLETED,44102.8125,44104.09551,Page 10,A,3,Other (Please specify),Je vois pas en quoi c'est une expérience positive que de répondre à ce sondage. Drôle de question ...
521049,COMPLETED,44102.8125,44103.312,Page 7,B,4,Other (Please specify),Responding to free text questions requires more time and thinking than in previous multiple choice surveys
517643,COMPLETED,44102.82292,44103.25943,Page 10,A,5,Other (Please specify),the ability to add free form comments to supplement the rating scale
517412,COMPLETED,44102.79167,44103.21774,Page 10,A,3,Other (Please specify),It was ok
517156,COMPLETED,44102.82292,44103.2489,Page 10,A,3,Other (Please specify),I don't consider surveys to be an experience to be rated as positive or negative.
516423,COMPLETED,44102.8125,44103.27641,Page 7,B,3,Other (Please specify),question ouvertes et large nous permettant de bien nous exprimer.
514130,COMPLETED,44102.79167,44103.21,Page 7,B,3,Other (Please specify),Not much content. Survey seems very surface level and superficial
513850,COMPLETED,44102.82292,44103.72568,Page 7,B,5,Other (Please specify),opportunity to voice out
513309,COMPLETED,44102.8125,44103.24569,Page 7,B,4,Other (Please specify),toutes ces questions
508522,COMPLETED,44102.82292,44103.74715,Page 7,B,4,Other (Please specify),"Being able to have a voice, as to how I/we have been feeling.  Hopefully to make a difference."
519663,COMPLETED,44102.79167,44103.26887,Page 10,A,4,Other (Please specify),emphasis on employees adding specific comments is a welcome change to the survey model
502926,COMPLETED,44102.8125,44103.27446,Page 7,B,5,Other (Please specify),all the above
520530,COMPLETED,44102.79167,44104.02463,Page 7,B,5,Other (Please specify),I sense that RBC is interested to capture individual notes and not just tick boxes.
505997,COMPLETED,44102.82292,44103.47668,Page 7,B,5,Other (Please specify),would like to share of my feeling
505428,COMPLETED,44102.79167,44103.22584,Page 7,B,3,Other (Please specify),"Was surprised at the amount of free form responses, made it slightly more difficult to respond, but also hopefully will give you more insights"
505333,COMPLETED,44102.8125,44103.28397,Page 7,B,2,Other (Please specify),One page failed and lost my responses.   To much free form text.
504754,COMPLETED,44102.8125,44103.51859,Page 10,A,1,Other (Please specify),It is really hard to find the time
517347,COMPLETED,44102.82292,44103.83012,Page 7,B,1,Other (Please specify),"For sure, this will be shown to the management."
512877,COMPLETED,44102.83333,44103.9069,Page 10,A,3,Other (Please specify),Survey is ok.
509233,COMPLETED,44102.79167,44103.81374,Page 7,B,3,Other (Please specify),Rather the survey be more on objective questions
506088,COMPLETED,44102.83333,44103.71547,Page 10,A,4,Other (Please specify),I am pleased to have a voice in my future and the experience of working for RBC.
504028,COMPLETED,44102.8125,44103.70978,Page 10,A,3,Other (Please specify),We were asked to complete this survey
515249,COMPLETED,44102.8125,44103.67633,Page 7,B,4,Other (Please specify),Clarté des questions ?  Non pas vraiment.  On veut qu'on ouvre notre coeur n'est-ce pas?
507164,COMPLETED,44102.8125,44103.68309,Page 10,A,5,Other (Please specify),la simplicité du sondage et la possibilité de répondre (rédiger sans limite de caractéres). C'est un sondage que je qualifierai de questions ouvertes qui laisse la possibilité de s'exprimer. J'aurais souhaité avoir plus de question où il y'avait la possibilité de rédiger sa réponse (de manière facultative pour satisafire à tous :) )
503087,COMPLETED,44102.8125,44103.6398,Page 10,A,5,Other (Please specify),Clear questions and no words limit for the explanation
505003,COMPLETED,44102.82292,44103.62566,Page 7,B,5,Other (Please specify),Opportunity to express input through verbal methods as opposed to rating scales.  My onne recommendation would be to allow staff to expand on their answers on specific topics of their choice.
503098,COMPLETED,44102.79167,44103.62623,Page 10,A,3,Other (Please specify),the survey is a little open-ended... doesn't do a great job in framing the conversation. Also having only one option at the end to provide additional feedback can imply our 'open' feedback is not as much of a priority.
519987,COMPLETED,44102.8125,44103.67204,Page 7,B,5,Other (Please specify),"j'avais l'opportunité de davantages m'Exprimer , de donner mes opinions."
510812,COMPLETED,44102.80208,44103.67182,Page 7,B,4,Other (Please specify),"I thought the first question was the hardest...if I chose a topic, then didn't have much to say on the topic- it was tricky.  Also, I think sometimes it is hard for responders to answer ""essay"" type questions.  But I think the content of the survey was VERY good."
518858,COMPLETED,44102.83333,44103.61656,Page 7,B,3,Other (Please specify),"Not really sure what survey questions are trying to get at.  Entirely vague.  Was intent for open speak up about Employee Survey?  If so, then answer is that anyone with experience knows it's a game.  Unless answered all top box, know that a lot of work/meetings/focus groups coming to address what is wrong.  If things are ok, then best just to answer the top box.  I believe intent at high levels of Bank is well placed, does that as moves down the chain of command."
517558,COMPLETED,44102.82292,44103.61644,Page 10,A,5,Other (Please specify),Opportunity to provide candid feedback that may not be directly tagged to a question and can be more free flow.
508581,COMPLETED,44102.82292,44103.61642,Page 10,A,3,Other (Please specify),"Completed many surveys over the years, not many changes or results"
518297,COMPLETED,44102.8125,44103.60279,Page 7,B,3,Other (Please specify),I think i just need to get used to the free text answers a bit more...they are time consuming and can be subject to interpretation
509016,COMPLETED,44102.82292,44103.6097,Page 7,B,5,Other (Please specify),Ability to add comments
512976,COMPLETED,44102.82292,44103.59203,Page 7,B,4,Other (Please specify),"simple, fast, lots of opportunity to build on answers for clarity"
509606,COMPLETED,44102.80208,44103.59385,Page 7,B,5,Other (Please specify),Toutes ces réponses ou presque.
503819,COMPLETED,44102.79167,44103.58201,Page 7,B,5,Other (Please specify),there was more opportunity to articulate our responses here
503259,COMPLETED,44102.8125,44103.58762,Page 7,B,4,Other (Please specify),J'ai moins aimer les questions a développements
517257,COMPLETED,44102.82292,44103.58486,Page 7,B,2,Other (Please specify),The questions were very limited.  Questions around workplace diversity are missing.  I don't beleive the survey will bring much value to understand who the RBC employees are and what they would like to see from RBC as an employer.
516883,COMPLETED,44102.79167,44103.57096,Page 7,B,5,Other (Please specify),La possibilité de m'exprimer dans l'anonymat
513004,COMPLETED,44102.8125,44103.57838,Page 7,B,3,Other (Please specify),"Found there were too many vague questions that we could fill out, easier multiple choice"
512333,COMPLETED,44102.80208,44103.56355,Page 7,B,3,Other (Please specify),RBC needs to do better in playing lower employees better wages
522782,COMPLETED,44102.79167,44103.55397,Page 10,A,5,Other (Please specify),All of the above!
505655,COMPLETED,44102.82292,44103.52848,Page 10,A,3,Other (Please specify),It would be beneficial if we were able to choose more topics and not just one.
520223,COMPLETED,44102.82292,44103.52007,Page 7,B,4,Other (Please specify),Prompts you to articulate the reasoning behind certain key answers.
518164,COMPLETED,44102.8125,44103.5191,Page 7,B,4,Other (Please specify),Felt like the questions were more relevant to me than usual
514903,COMPLETED,44102.8125,44103.5236,Page 7,B,5,Other (Please specify),possibilité de développer
507375,COMPLETED,44102.80208,44103.52329,Page 10,A,5,Other (Please specify),clarity of questions but also the questions are appropriate for us to elaborate our thoughts and feels during this pandemic
513739,COMPLETED,44102.82292,44103.51162,Page 7,B,4,Other (Please specify),"I found the first question a little awkward and wasn't sure what I was really selecting, but otherwise, this was good."
512524,COMPLETED,44102.80208,44103.51219,Page 7,B,5,Other (Please specify),"Clarity of question, length of survry and  ease of completing"
517064,COMPLETED,44102.8125,44103.50755,Page 7,B,3,Other (Please specify),"The first question was a bit weird, not sure where it was leading with my choice. I ended up going with the first option."
517784,COMPLETED,44102.79167,44103.50127,Page 10,A,2,Other (Please specify),too many open questions
514096,COMPLETED,44102.82292,44103.50328,Page 10,A,3,Other (Please specify),some questions should not be
505623,COMPLETED,44102.8125,44103.50094,Page 10,A,3,Other (Please specify),scenario and situation
520361,COMPLETED,44102.82292,44103.49735,Page 7,B,4,Other (Please specify),Having the ability to offer specific heartfelt comments
518425,COMPLETED,44102.8125,44103.49576,Page 7,B,5,Other (Please specify),"Ease of completing the survey is a positive, but I also liked the opportunity to free text to better articulate my perspective"
509277,COMPLETED,44102.8125,44103.48527,Page 7,B,3,Other (Please specify),The survey is standard. The experience will be based on the action taken from feedback provided and as i dont know what that will look like i can not disagree nor agree.
505922,COMPLETED,44102.82292,44103.49325,Page 10,A,3,Other (Please specify),Not sure if feedback will be read/used
519998,COMPLETED,44102.79167,44103.477,Page 7,B,5,Other (Please specify),"A cette occasion, je me suis senti très à l’aise, le message est accueillant."
518860,COMPLETED,44102.8125,44103.48343,Page 10,A,4,Other (Please specify),You gave me a chance to express myself.
510476,COMPLETED,44102.8125,44103.47784,Page 10,A,4,Other (Please specify),an anonymous avenue for expression
507343,COMPLETED,44102.82292,44103.47591,Page 10,A,2,Other (Please specify),its designed for positive answers extracts
506225,COMPLETED,44102.82292,44103.48109,Page 7,B,2,Other (Please specify),Pretty open-ended questions
504648,COMPLETED,44102.82292,44103.48363,Page 7,B,4,Other (Please specify),Opportunity to choose a category of interest
518490,COMPLETED,44102.82292,44103.46936,Page 10,A,5,Other (Please specify),All of the above along with the questions address the right issues and have variety enough to cross the spectrum of experiences.
518128,COMPLETED,44102.79167,44103.47014,Page 10,A,5,Other (Please specify),All of the Above!!!
517850,COMPLETED,44102.79167,44103.47236,Page 7,B,3,Other (Please specify),it was fine
517500,COMPLETED,44102.79167,44103.4705,Page 7,B,2,Other (Please specify),forced to do it
507876,COMPLETED,44102.80208,44103.46816,Page 7,B,2,Other (Please specify),Would have preferred a whole overall survey rather than on just one subject as I wasn't sure which one to pick at the start until I was asked the questions.
513040,COMPLETED,44102.8125,44103.45994,Page 10,A,4,Other (Please specify),Open ended questions were included which allowed feedback to be provided in a more meaningful way.
511328,COMPLETED,44102.82292,44103.45743,Page 7,B,4,Other (Please specify),My concern can be brought up and answered.
511129,COMPLETED,44102.79167,44103.45936,Page 7,B,5,Other (Please specify),"all of the above but I noticed we had more space to communicate, in our own words, how we feel instead of responding to a multiple choice question."
509400,COMPLETED,44102.82292,44103.45953,Page 7,B,4,Other (Please specify),"Like being able to add our own thoughts, the choice of what to comment on at the beginning is a bit vague."
505559,COMPLETED,44102.82292,44103.4574,Page 7,B,3,Other (Please specify),not sure about privacy having to answer open ended questions which may reveal my identity
505245,COMPLETED,44102.82292,44103.45816,Page 10,A,3,Other (Please specify),I prefer not to do surveys
504191,COMPLETED,44102.8125,44103.46245,Page 7,B,3,Other (Please specify),"prefer ratings, not free text"
503538,COMPLETED,44102.79167,44103.461,Page 7,B,3,Other (Please specify),Felt like poking at an open wound.
517139,COMPLETED,44102.80208,44103.45087,Page 10,A,5,Other (Please specify),To communicate what I honestly feel about.
511843,COMPLETED,44102.8125,44103.44707,Page 7,B,3,Other (Please specify),not a huge fan of surveys
511824,COMPLETED,44102.80208,44103.44646,Page 10,A,4,Other (Please specify),Ability to write out specifics on answers versus all questions being responses on an agree / disagree scale
509421,COMPLETED,44102.83333,44103.45119,Page 7,B,5,Other (Please specify),ability to provide written responses
506030,COMPLETED,44102.8125,44103.45144,Page 10,A,4,Other (Please specify),"Liked everything about it (brief, nature of the questions, simple scale). The only drawback was technical....I was left hanging for a time on the network...not sure if it was me  or the server."
516577,COMPLETED,44102.8125,44103.43668,Page 7,B,5,Other (Please specify),the opportunity to express opinions and comments
514188,COMPLETED,44102.82292,44103.43263,Page 7,B,4,Other (Please specify),"Très bien, très bonne longueur, 1ere question un peu moins claire"
512600,COMPLETED,44102.82292,44103.44039,Page 10,A,4,Other (Please specify),I liked the questions and format. I don't believe I've ever been asked these questions in this type of survey.
521482,COMPLETED,44102.79167,44103.43762,Page 10,A,2,Other (Please specify),Providing open ended comment boxes will not elicit much clarity from respondents. Also questions should be clearer and more specific in my opinion for ease of understanding
521329,COMPLETED,44102.82292,44103.43314,Page 7,B,3,Other (Please specify),"It seems rather simplistic compared with the previous survey.  While the previous survey was probably too long, this one feels too short.  Will you be able to compare with previous results?"
517231,COMPLETED,44102.79167,44103.43299,Page 10,A,3,Other (Please specify),"Unsure what was meant by ""good experience"". The survey was well constructed and easy to respond to."
513559,COMPLETED,44102.8125,44103.42825,Page 7,B,3,Other (Please specify),"I am doing this between clients, which is extremely inconvenient"
504961,COMPLETED,44102.82292,44103.42248,Page 10,A,5,Other (Please specify),This survey provides the opportunity for emploees to express themselves and to share theri thoughts of the company.
503967,COMPLETED,44102.8125,44103.42876,Page 10,A,4,Other (Please specify),different of types of questions and different ways to respond.
518277,COMPLETED,44102.79167,44103.42159,Page 7,B,1,Other (Please specify),the belief it will not result in anything
505812,COMPLETED,44102.8125,44103.41595,Page 10,A,5,Other (Please specify),"I did it on my lunch hour , in the cash cage in peace."
521028,COMPLETED,44102.8125,44103.41025,Page 10,A,5,Other (Please specify),Possibilité de m'exprimer à mon aise.
512646,COMPLETED,44102.8125,44103.40524,Page 7,B,5,Other (Please specify),Capable to add my thoughts to clear questions
509302,COMPLETED,44102.80208,44103.40778,Page 7,B,3,Other (Please specify),n/a
503609,COMPLETED,44102.83333,44103.40462,Page 10,A,3,Other (Please specify),Hard to trust what will come of being honest.
520188,COMPLETED,44102.8125,44103.39443,Page 10,A,3,Other (Please specify),"Clarity of questions + as Inter/Hourly, I work in various branches and experiences many realities. These surveys seem to be written in a way to generalize the RBC experience to its own benefit"
514839,COMPLETED,44102.82292,44103.39749,Page 10,A,5,Other (Please specify),Ability to express content in free format as well
509230,COMPLETED,44102.82292,44103.39181,Page 7,B,2,Other (Please specify),notre opinion change rien
516744,COMPLETED,44102.82292,44103.38584,Page 7,B,4,Other (Please specify),Hoping it was a worthwhile use of time and looking forward to result!
515259,COMPLETED,44102.8125,44103.38198,Page 7,B,5,Other (Please specify),I get to express what i really feel working in this bank.
510588,COMPLETED,44102.82292,44103.38659,Page 10,A,2,Other (Please specify),Not sure survey is making a difference?
510429,COMPLETED,44102.8125,44103.38949,Page 10,A,5,Other (Please specify),all of the above plus insightful questions
520446,COMPLETED,44102.8125,44103.38832,Page 10,A,4,Other (Please specify),Having the opportunity to give free format feedback as the survey is short.
513488,COMPLETED,44102.79167,44103.37936,Page 7,B,2,Other (Please specify),That first question was a bit discouraging...I was worried that the whole survey was going to be that nebulous.  I almost closed the survey after I read the first question.  It might be better further along in the survey and/or adjusted somehow.  Rest was reasonable.
521690,COMPLETED,44102.79167,44103.37057,Page 10,A,3,Other (Please specify),I feel the objective or end result for this survey is not very clear.
519423,COMPLETED,44102.8125,44103.37917,Page 7,B,3,Other (Please specify),the way the results are used
517179,COMPLETED,44102.80208,44103.37881,Page 10,A,2,Other (Please specify),Why do we do surveys when nothing comes from it?
517068,COMPLETED,44102.82292,44103.37152,Page 7,B,4,Other (Please specify),"Ability to explain thoughts, feelings and mindsets beyond questions"
515698,COMPLETED,44102.82292,44103.37032,Page 7,B,4,Other (Please specify),Having to write out feelings of each question. Makes for a variable of openness from employees that multiple choice questions would avoid.
517188,COMPLETED,44102.8125,44103.36221,Page 10,A,4,Other (Please specify),Chance to include comments
515774,COMPLETED,44102.8125,44103.36082,Page 7,B,3,Other (Please specify),"The coverage of survey dose not seem very comprehensive, but maybe it's the way it was intended?"
514986,COMPLETED,44102.82292,44103.35919,Page 10,A,3,Other (Please specify),"I don't think the survey gives the kind of clarity of employee engagement and 'happiness'. It is too short to get a good picture on how employees feel, either about their management or about RBC in general. So it is ""fine"", but if RBC management wants to understand what systemic problems are within its divisions, areas, and departments, this isn't it."
514063,COMPLETED,44102.79167,44103.35909,Page 10,A,5,Other (Please specify),It took off some pressure off of feelings that have been building up since a while. Thank you
512012,COMPLETED,44102.79167,44103.36647,Page 10,A,3,Other (Please specify),Agree/Disagree is a vague way to analyze and does not provide specific information you might be looking for. Postive or negative.
511356,COMPLETED,44102.80208,44103.35924,Page 7,B,5,Other (Please specify),"It is a combination of all listed above. Also, the fact that I'm motivated to give credit where credit is due."
510946,COMPLETED,44102.82292,44103.36699,Page 7,B,2,Other (Please specify),"The questions posed are too nebulous and non-specific.  It does not get to where I can make a justment on a specific detail, but seems to want it left vague so you can use the survey to justify your agenda.  The questions asked seem to be worded to avoid getting any specific answer (just the like the annual survey)."
510299,COMPLETED,44102.79167,44103.35928,Page 7,B,5,Other (Please specify),Please be respect protect our privacy is the most important. Thanks
507843,COMPLETED,44102.82292,44103.36679,Page 7,B,3,Other (Please specify),made me look at how I was feeling
504249,COMPLETED,44102.82292,44103.3592,Page 7,B,4,Other (Please specify),Having the opportunity to provide feedback.
518044,COMPLETED,44102.82292,44103.36596,Page 7,B,4,Other (Please specify),Conciseness and focus of the survey.
517556,COMPLETED,44102.79167,44103.35113,Page 7,B,5,Other (Please specify),Possibilité de développer sur certains points du questionnaire et la longueur du sondage est de beaucoup améliorer.
517518,COMPLETED,44102.80208,44103.34809,Page 7,B,4,Other (Please specify),Survey is still uni-dimensional
519816,COMPLETED,44102.82292,44103.35685,Page 10,A,4,Other (Please specify),.
519269,COMPLETED,44102.8125,44103.35442,Page 7,B,5,Other (Please specify),Possibilité de s'exprimer en laissant des commentaires.
508985,COMPLETED,44102.82292,44103.35182,Page 7,B,5,Other (Please specify),Proving honest feedback
503865,COMPLETED,44102.79167,44103.3528,Page 7,B,4,Other (Please specify),It's important for any company and any employee to be able to communicate about important issues.
503270,COMPLETED,44102.79167,44103.34799,Page 10,A,3,Other (Please specify),too general..
521032,COMPLETED,44102.79167,44103.33944,Page 10,A,5,Other (Please specify),ces questions ouvertes nous donnent la possibilite de relater ce que l'ont pense.
520975,COMPLETED,44102.83333,44103.34168,Page 7,B,5,Other (Please specify),feedback is important .
516757,COMPLETED,44102.8125,44103.33829,Page 10,A,5,Other (Please specify),The development questions are great because we can really express ourselves and not just click general answers.
513698,COMPLETED,44102.79167,44103.34052,Page 7,B,5,Other (Please specify),I was able to focus on what I wanted - work from home and the ERGs
505990,COMPLETED,44102.79167,44103.3414,Page 7,B,5,Other (Please specify),"The length is great, easy question and the opportunity to expand and give your reasoning for your response."
